Madagascar,1952,4762912,Africa,36.681,1443.011715
Madagascar,2002,16473477,Africa,57.286,894.6370822
Malawi,1952,2917802,Africa,36.256,369.1650802
Malawi,2002,11824495,Africa,45.009,665.4231186
Malaysia,1952,6748378,Asia,48.463,1831.132894
Malaysia,2002,22662365,Asia,73.044,10206.97794
Mali,1952,3838168,Africa,33.685,452.3369807
Mali,2002,10580176,Africa,51.818,951.4097518
Mauritania,1952,1022556,Africa,40.543,743.1159097
Mauritania,2002,2828858,Africa,62.247,1579.019543
Mauritius,1952,516556,Africa,50.986,1967.955707
Mauritius,2002,1200206,Africa,71.954,9021.815894
Mexico,1952,30144317,Americas,50.789,3478.125529
Mexico,2002,102479927,Americas,74.902,10742.44053
Mongolia,1952,800663,Asia,42.244,786.5668575
Mongolia,2002,2674234,Asia,65.033,2140.739323
Montenegro,1952,413834,Europe,59.164,2647.585601
Montenegro,2002,720230,Europe,73.981,6557.194282
Morocco,1952,9939217,Africa,42.873,1688.20357
Morocco,2002,31167783,Africa,69.615,3258.495584
Mozambique,1952,6446316,Africa,31.286,468.5260381
Mozambique,2002,18473780,Africa,44.026,633.6179466
Myanmar,1952,20092996,Asia,36.319,331
Myanmar,2002,45598081,Asia,59.908,611
Namibia,1952,485831,Africa,41.725,2423.780443
Namibia,2002,1972153,Africa,51.479,4072.324751
Nepal,1952,9182536,Asia,36.157,545.8657229
Nepal,2002,25873917,Asia,61.34,1057.206311
Netherlands,1952,10381988,Europe,72.13,8941.571858
Netherlands,2002,16122830,Europe,78.53,33724.75778
New Zealand,1952,1994794,Oceania,69.39,10556.57566
New Zealand,2002,3908037,Oceania,79.11,23189.80135
Nicaragua,1952,1165790,Americas,42.314,3112.363948
Nicaragua,2002,5146848,Americas,70.836,2474.548819
Niger,1952,3379468,Africa,37.444,761.879376
Niger,2002,11140655,Africa,54.496,601.0745012
Nigeria,1952,33119096,Africa,36.324,1077.281856
Nigeria,2002,119901274,Africa,46.608,1615.286395
Norway,1952,3327728,Europe,72.67,10095.42172
Norway,2002,4535591,Europe,79.05,44683.97525
Oman,1952,507833,Asia,37.578,1828.230307
Oman,2002,2713462,Asia,74.193,19774.83687
Pakistan,1952,41346560,Asia,43.436,684.5971438
Pakistan,2002,153403524,Asia,63.61,2092.712441
Panama,1952,940080,Americas,55.191,2480.380334
Panama,2002,2990875,Americas,74.712,7356.031934
Paraguay,1952,1555876,Americas,62.649,1952.308701
Paraguay,2002,5884491,Americas,70.755,3783.674243
Peru,1952,8025700,Americas,43.902,3758.523437
Peru,2002,26769436,Americas,69.906,5909.020073
Philippines,1952,22438691,Asia,47.752,1272.880995
Philippines,2002,82995088,Asia,70.303,2650.921068
Poland,1952,25730551,Europe,61.31,4029.329699
Poland,2002,38625976,Europe,74.67,12002.23908
Portugal,1952,8526050,Europe,59.82,3068.319867
Portugal,2002,10433867,Europe,77.29,19970.90787
Puerto Rico,1952,2227000,Americas,64.28,3081.959785
Puerto Rico,2002,3859606,Americas,77.778,18855.60618
Reunion,1952,257700,Africa,52.724,2718.885295
Reunion,2002,743981,Africa,75.744,6316.1652
Romania,1952,16630000,Europe,61.05,3144.613186
Romania,2002,22404337,Europe,71.322,7885.360081
Rwanda,1952,2534927,Africa,40,493.3238752
Rwanda,2002,7852401,Africa,43.413,785.6537648
Sao Tome and Principe,1952,60011,Africa,46.471,879.5835855
Sao Tome and Principe,2002,170372,Africa,64.337,1353.09239
Saudi Arabia,1952,4005677,Asia,39.875,6459.554823
Saudi Arabia,2002,24501530,Asia,71.626,19014.54118
Senegal,1952,2755589,Africa,37.278,1450.356983
Senegal,2002,10870037,Africa,61.6,1519.635262
Serbia,1952,6860147,Europe,57.996,3581.459448
Serbia,2002,10111559,Europe,73.213,7236.075251
Sierra Leone,1952,2143249,Africa,30.331,879.7877358
Sierra Leone,2002,5359092,Africa,41.012,699.489713
Singapore,1952,1127000,Asia,60.396,2315.138227
Singapore,2002,4197776,Asia,78.77,36023.1054
Slovak Republic,1952,3558137,Europe,64.36,5074.659104
Slovak Republic,2002,5410052,Europe,73.8,13638.77837
Slovenia,1952,1489518,Europe,65.57,4215.041741
Slovenia,2002,2011497,Europe,76.66,20660.01936
Somalia,1952,2526994,Africa,32.978,1135.749842
Somalia,2002,7753310,Africa,45.936,882.0818218
South Africa,1952,14264935,Africa,45.009,4725.295531
South Africa,2002,44433622,Africa,53.365,7710.946444
Spain,1952,28549870,Europe,64.94,3834.034742
Spain,2002,40152517,Europe,79.78,24835.47166
Sri Lanka,1952,7982342,Asia,57.593,1083.53203
Sri Lanka,2002,19576783,Asia,70.815,3015.378833
Sudan,1952,8504667,Africa,38.635,1615.991129
Sudan,2002,37090298,Africa,56.369,1993.398314
Swaziland,1952,290243,Africa,41.407,1148.376626
Swaziland,2002,1130269,Africa,43.869,4128.116943
Sweden,1952,7124673,Europe,71.86,8527.844662
Sweden,2002,8954175,Europe,80.04,29341.63093
Switzerland,1952,4815000,Europe,69.62,14734.23275
Switzerland,2002,7361757,Europe,80.62,34480.95771
Syria,1952,3661549,Asia,45.883,1643.485354
Syria,2002,17155814,Asia,73.053,4090.925331
Taiwan,1952,8550362,Asia,58.5,1206.947913
Taiwan,2002,22454239,Asia,76.99,23235.42329
Tanzania,1952,8322925,Africa,41.215,716.6500721
Tanzania,2002,34593779,Africa,49.651,899.0742111
Thailand,1952,21289402,Asia,50.848,757.7974177
Thailand,2002,62806748,Asia,68.564,5913.187529
Togo,1952,1219113,Africa,38.596,859.8086567
Togo,2002,4977378,Africa,57.561,886.2205765
Trinidad and Tobago,1952,662850,Americas,59.1,3023.271928
Trinidad and Tobago,2002,1101832,Americas,68.976,11460.60023
Tunisia,1952,3647735,Africa,44.6,1468.475631
Tunisia,2002,9770575,Africa,73.042,5722.895655
Turkey,1952,22235677,Europe,43.585,1969.10098
Turkey,2002,67308928,Europe,70.845,6508.085718
Uganda,1952,5824797,Africa,39.978,734.753484
Uganda,2002,24739869,Africa,47.813,927.7210018
United Kingdom,1952,50430000,Europe,69.18,9979.508487
United Kingdom,2002,59912431,Europe,78.471,29478.99919
United States,1952,157553000,Americas,68.44,13990.48208
United States,2002,287675526,Americas,77.31,39097.09955
Uruguay,1952,2252965,Americas,66.071,5716.766744
Uruguay,2002,3363085,Americas,75.307,7727.002004
Venezuela,1952,5439568,Americas,55.088,7689.799761
Venezuela,2002,24287670,Americas,72.766,8605.047831
Vietnam,1952,26246839,Asia,40.412,605.0664917
Vietnam,2002,80908147,Asia,73.017,1764.456677
West Bank and Gaza,1952,1030585,Asia,43.16,1515.592329
West Bank and Gaza,2002,3389578,Asia,72.37,4515.487575
Yemen Rep.,1952,4963829,Asia,32.548,781.7175761
Yemen Rep.,2002,18701257,Asia,60.308,2234.820827
Zambia,1952,2672000,Africa,42.038,1147.388831
Zambia,2002,10595811,Africa,39.193,1071.613938
Zimbabwe,1952,3080907,Africa,48.451,406.8841148
Zimbabwe,2002,11926563,Africa,39.989,672.0386227
